epoch,accuracy,loss,val_accuracy,val_loss
0,0.277787446975708,3.04638409614563,0.3513513505458832,1.6583805084228516
1,0.33132466673851013,1.6907902956008911,0.3760100305080414,1.6052454710006714
2,0.351701557636261,1.6397048234939575,0.38534411787986755,1.587360143661499
3,0.36455467343330383,1.6092267036437988,0.3950961232185364,1.5783318281173706
4,0.37810441851615906,1.5944403409957886,0.3943995535373688,1.5679097175598145
5,0.38224947452545166,1.5751534700393677,0.38896629214286804,1.57033371925354
6,0.38688215613365173,1.5667996406555176,0.39802172780036926,1.5647391080856323
7,0.39064404368400574,1.5557377338409424,0.40345498919487,1.5569486618041992
8,0.3961823880672455,1.5405278205871582,0.415296733379364,1.5596715211868286
9,0.4025566875934601,1.5230381488800049,0.4151574373245239,1.5571521520614624
10,0.40778154134750366,1.513900637626648,0.4098634719848633,1.5717040300369263
11,0.408408522605896,1.5098146200180054,0.41501811146736145,1.5792925357818604
12,0.4155142903327942,1.4955447912216187,0.4083310067653656,1.5775378942489624
13,0.41095125675201416,1.4934505224227905,0.415296733379364,1.5849125385284424
14,0.4221324324607849,1.475197196006775,0.4116745591163635,1.5891250371932983
15,0.42181894183158875,1.4737730026245117,0.4081917107105255,1.5978316068649292
16,0.42652130126953125,1.465253472328186,0.4040122628211975,1.6055988073349
17,0.43080568313598633,1.4556138515472412,0.4132070243358612,1.6202847957611084
18,0.42767077684402466,1.4545552730560303,0.41083866357803345,1.618542194366455
19,0.43331360816955566,1.445497989654541,0.4168291985988617,1.6117804050445557
20,0.4354383647441864,1.4404113292694092,0.4111173152923584,1.6258596181869507
21,0.4369361400604248,1.4350999593734741,0.41989412903785706,1.6420445442199707
22,0.4386081099510193,1.4294750690460205,0.41641125082969666,1.638319969177246
23,0.4398968815803528,1.419297456741333,0.42365562915802,1.641093373298645
24,0.4433104693889618,1.4165350198745728,0.41501811146736145,1.6747326850891113
25,0.4485701322555542,1.408787488937378,0.41418221592903137,1.6704007387161255
26,0.4442161023616791,1.411700963973999,0.4197548031806946,1.687676191329956
27,0.4448082447052002,1.3990534543991089,0.41376426815986633,1.6950665712356567
28,0.44679367542266846,1.4007374048233032,0.4180830419063568,1.6820756196975708
29,0.4501027464866638,1.395849347114563,0.41348564624786377,1.697688102722168
