epoch,accuracy,loss,val_accuracy,val_loss
0,0.4348084330558777,1.4808776378631592,0.4639175236225128,1.4121382236480713
1,0.5818631649017334,1.1204193830490112,0.4980495870113373,1.3314894437789917
2,0.6419166326522827,0.9614226222038269,0.49888548254966736,1.3705588579177856
3,0.6892585158348083,0.8428043723106384,0.5057119131088257,1.4206143617630005
4,0.7289377450942993,0.7395687103271484,0.5013931393623352,1.4360387325286865
5,0.768854558467865,0.6458581686019897,0.5118417143821716,1.5962947607040405
6,0.8006929755210876,0.5651885867118835,0.508080244064331,1.6808757781982422
7,0.8253836035728455,0.4930993914604187,0.49693506956100464,1.777197241783142
8,0.8511236310005188,0.42690175771713257,0.5090554356575012,1.954304814338684
9,0.8731610774993896,0.37015193700790405,0.5008358955383301,2.1349194049835205
10,0.8910998702049255,0.317931205034256,0.5086374878883362,2.321758508682251
11,0.9049599170684814,0.2754777669906616,0.5082195401191711,2.4463322162628174
12,0.9178497195243835,0.23965449631214142,0.5016717910766602,2.6724743843078613
13,0.9304821491241455,0.20731031894683838,0.49609920382499695,3.092623472213745
14,0.9392139315605164,0.18253350257873535,0.5057119131088257,3.2204275131225586
15,0.9453123211860657,0.16480989754199982,0.5040401220321655,3.4550516605377197
16,0.9499257206916809,0.14730769395828247,0.4977709650993347,3.577263355255127
17,0.9564399719238281,0.12951484322547913,0.4963778257369995,3.7757251262664795
18,0.9588753581047058,0.1220986470580101,0.4894120991230011,4.011443614959717
19,0.9629343748092651,0.11042802035808563,0.4857899248600006,4.400951862335205
20,0.9632313847541809,0.10974691808223724,0.5005572438240051,4.411563396453857
21,0.9682605862617493,0.09691344201564789,0.49331289529800415,4.619217872619629
22,0.9704781770706177,0.09126535803079605,0.4951239824295044,4.661313533782959
23,0.9711315631866455,0.08903679996728897,0.5019503831863403,5.004099369049072
24,0.9718443751335144,0.08785611391067505,0.49609920382499695,5.074093818664551
25,0.9748935699462891,0.07831550389528275,0.5037614703178406,5.225162506103516
26,0.9738045930862427,0.0826038345694542,0.4916411340236664,4.931105136871338
27,0.9758043885231018,0.07594906538724899,0.49623849987983704,5.2582502365112305
28,0.9755469560623169,0.07769031077623367,0.4979102909564972,5.4437432289123535
29,0.9778833985328674,0.07017845660448074,0.49679577350616455,5.623502731323242
